54.59431618637297,4,12
43.219280948873624,4,12
51.69925001442312,0,16
20.0,0,16
67.00439718141092,0,24
54.59431618637297,0,24
68.07354922057604,0,28
43.219280948873624,0,28
74.59431618637296,8,24
63.21928094887362,8,24
68.57980995127572,0,32
50.0,0,28
75.84962500721157,8,28
63.9231742277876,8,28
86.2935662007961,0,40
60.0,0,40
76.14709844115208,12,28
63.9231742277876,12,28
87.279204545632,0,40
80.22367813028454,4,52
77.27920454563198,12,36
67.54887502163469,8,48
88.94817763307945,0,48
80.8746284125034,0,56
80.22367813028454,16,40
69.06890595608519,0,60
90.87462841250338,0,48
80.8746284125034,8,56
81.29283016944966,20,36
72.09453365628949,12,52
90.0,0,56
84.09390936137703,4,68
81.49747119504683,24,36
73.9231742277876,28,48
91.69925001442313,0,56
84.26264754702098,0,76
82.0945336562895,28,44
74.91853096329676,28,52
92.0945336562895,0,56
84.42943495848729,0,76
89.18863237274596,12,60
76.14709844115208,12,76
93.12882955284356,16,60
84.75733430966397,8,80
97.54887502163469,24,68
91.39551352398794,8,92
96.93486957499326,20,64
86.14709844115208,4,100
100.44394119358454,32,68
93.48728154231077,36,80
107.41466986401147,8,84
100.27905996569885,8,120
109.18863237274594,0,96
99.4251450533924,0,140
109.21840937074492,0,92
100.92757140919853,0,128
109.33690654952234,0,108
102.99208018387279,0,120
109.68666793195209,0,108
104.26264754702099,8,156
109.71543553950774,0,108
103.1741261376487,8,112
109.71543553950774,0,108
106.2935662007961,0,144
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
109.82993574694311,0,112
107.2451385311995,0,136
109.82993574694311,0,112
106.51051691178928,8,136
