1456,30300,2048
924,15616,1024
511,7372,512
546,9704,1024
1660,32516,2048
908,15676,1024
336,4108,256
939,16056,1024
844,14696,1024
895,15532,1024
601,10352,1024
813,14080,1024
605,10380,1024
995,16920,1024
544,8124,512
496,7180,512
950,16108,1024
1656,32416,2048
897,15376,1024
1815,32260,2048247,3068,256
472,6892,512
